framework,pinned_commit,relative_path,line,behavior_kind,detail,mixed_subclass,classification_basis,source_excerpt,implemented_and_semantically_tested,coverage_gain_claimed
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,104,state_memory,state.commit,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,state.commit(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,106,state_memory,state.set,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"state.set(""key"", ""pending_value"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,109,state_memory,state.get,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"assert state.get(""key"") == ""pending_value""",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,114,state_memory,State,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,state = State(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,115,state_memory,state.set,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"state.set(""key"", ""value1"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,116,state_memory,state.set,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"state.set(""key"", ""value2"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,117,state_memory,state.set,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"state.set(""key"", ""value3"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,120,state_memory,state.get,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"assert state.get(""key"") == ""value3""",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,122,state_memory,state.commit,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,state.commit(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,123,state_memory,state.get,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"assert state.get(""key"") == ""value3""",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,130,state_memory,State,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,state = State(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,131,state_memory,state.set,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"state.set(""key"", ""value"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,136,state_memory,state.delete,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"state.delete(""key"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,140,state_memory,state.get,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"assert state.get(""key"") is None",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,141,state_memory,state.has,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"assert state.has(""key"") is False",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,144,state_memory,State,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,state = State(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,145,state_memory,state.set,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"state.set(""key"", ""value"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,146,state_memory,state.commit,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,state.commit(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,148,state_memory,state.delete,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"state.delete(""key"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,153,state_memory,state.get,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"assert state.get(""key"") is None",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,154,state_memory,state.get,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"assert state.get(""key"", ""default"") == ""default""",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,156,state_memory,state.has,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"assert state.has(""key"") is False",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,161,state_memory,State,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,state = State(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,162,state_memory,state.set,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"state.set(""key"", ""value"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,163,state_memory,state.commit,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,state.commit(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,165,state_memory,state.delete,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"state.delete(""key"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,166,state_memory,state.commit,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,state.commit(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,174,state_memory,State,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,state = State(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,175,state_memory,state.set,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"state.set(""key"", ""original"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,176,state_memory,state.commit,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,state.commit(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,179,state_memory,state.set,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"state.set(""key"", ""modified"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,184,state_memory,state.delete,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"state.delete(""key"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,187,state_memory,state.get,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"assert state.get(""key"") is None",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,188,state_memory,state.has,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"assert state.has(""key"") is False",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,191,state_memory,state.commit,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,state.commit(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,196,state_memory,State,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,state = State(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,197,state_memory,state.set,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"state.set(""key"", ""value"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,198,state_memory,state.commit,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,state.commit(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,200,state_memory,state.delete,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"state.delete(""key"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,202,state_memory,state.has,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"assert state.has(""key"") is False",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,204,state_memory,state.discard,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,state.discard(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,206,state_memory,state.has,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"assert state.has(""key"") is True",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,207,state_memory,state.get,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"assert state.get(""key"") == ""value""",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,215,state_memory,State,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,state = State(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,216,state_memory,state.set,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"state.set(""key1"", ""original1"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,217,state_memory,state.set,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"state.set(""key2"", ""original2"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,218,state_memory,state.commit,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,state.commit(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,221,state_memory,state.set,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"state.set(""key1"", ""modified1"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,222,state_memory,state.set,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"state.set(""key3"", ""new_value"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,223,state_memory,state.delete,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"state.delete(""key2"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,226,state_memory,state.discard,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,state.discard(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,229,state_memory,state.get,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"assert state.get(""key1"") == ""original1""",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,230,state_memory,state.get,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"assert state.get(""key2"") == ""original2""",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,231,state_memory,state.get,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"assert state.get(""key3"") is None",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,235,state_memory,State,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,state = State(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,236,state_memory,state.set,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"state.set(""key1"", ""value1"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,237,state_memory,state.set,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"state.set(""key2"", ""value2"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,238,state_memory,state.set,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"state.set(""key3"", ""value3"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,243,state_memory,state.commit,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,state.commit(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,250,state_memory,State,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,state = State(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,253,state_memory,state.set,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"state.set(""counter"", 1)",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,254,state_memory,state.commit,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,state.commit(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,255,state_memory,state.get,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"assert state.get(""counter"") == 1",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,258,state_memory,state.set,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"state.set(""counter"", 2)",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,259,state_memory,state.set,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"state.set(""temp"", ""should_be_discarded"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,260,state_memory,state.discard,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,state.discard()  # Simulate failure,NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,261,state_memory,state.get,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"assert state.get(""counter"") == 1  # Reverted to superstep 1 value",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,262,state_memory,state.get,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"assert state.get(""temp"") is None",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,265,state_memory,state.set,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"state.set(""counter"", 3)",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,266,state_memory,state.commit,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,state.commit(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,267,state_memory,state.get,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"assert state.get(""counter"") == 3",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,274,state_memory,State,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,state = State(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,275,state_memory,state.set,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"state.set(""committed_key"", ""committed_value"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,276,state_memory,state.commit,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,state.commit(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,277,state_memory,state.set,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"state.set(""pending_key"", ""pending_value"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,279,state_memory,state.export_state,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,exported = state.export_state(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,286,state_memory,State,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,state = State(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,287,state_memory,state.set,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"state.set(""existing"", ""original"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,288,state_memory,state.commit,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,state.commit(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,290,state_memory,state.import_state,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"state.import_state({""imported"": ""value"", ""existing"": ""overwritten""})",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,292,state_memory,state.get,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"assert state.get(""imported"") == ""value""",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,293,state_memory,state.get,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"assert state.get(""existing"") == ""overwritten""",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,296,state_memory,State,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,state = State(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,297,state_memory,state.set,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"state.set(""pending_key"", ""pending_value"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,299,state_memory,state.import_state,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"state.import_state({""imported"": ""value""})",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_state.py,302,state_memory,state.get,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"assert state.get(""pending_key"") == ""pending_value""",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_sub_workflow.py,574,state_memory,state.get,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"self._responses = state.get(""responses"", [])",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_sub_workflow.py,615,state_memory,state.get,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"self._pending_requests = state.get(""pending_requests"", {})",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_sub_workflow.py,644,state_memory,InMemoryCheckpointStorage,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,storage = InMemoryCheckpointStorage(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_sub_workflow.py,691,state_memory,InMemoryCheckpointStorage,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,storage = InMemoryCheckpointStorage(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_sub_workflow.py,731,state_memory,result.get_final_state,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,assert result.get_final_state() == WorkflowRunState.IDLE,NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow.py,94,state_memory,ctx.set_state,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"ctx.set_state(self.id, message.data)",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow.py,105,state_memory,ctx.get_state,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,data = ctx.get_state(self.id),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow.py,127,state_memory,result1.get_final_state,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,assert result1.get_final_state() == WorkflowRunState.IDLE_WITH_PENDING_REQUESTS,NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow.py,136,state_memory,result2.get_final_state,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,assert result2.get_final_state() == WorkflowRunState.IDLE_WITH_PENDING_REQUESTS,NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow.py,196,state_memory,events.get_final_state,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,assert events.get_final_state() == WorkflowRunState.IDLE,NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow.py,224,fanout_fanin,add_fan_out_edges,FRAMEWORK_CONTRACT_BOUNDED,framework combinator is structured but runtime width/order is not source-proven,"WorkflowBuilder(start_executor=executor_a).add_fan_out_edges(executor_a, [executor_b, executor_c]).build()",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow.py,237,state_memory,events.get_final_state,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,assert events.get_final_state() == WorkflowRunState.IDLE,NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow.py,249,fanout_fanin,add_fan_out_edges,FRAMEWORK_CONTRACT_BOUNDED,framework combinator is structured but runtime width/order is not source-proven,"WorkflowBuilder(start_executor=executor_a).add_fan_out_edges(executor_a, [executor_b, executor_c]).build()",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow.py,291,state_memory,events.get_final_state,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,assert events.get_final_state() == WorkflowRunState.IDLE,NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow.py,341,state_memory,result.get_final_state,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,assert result.get_final_state() == WorkflowRunState.IDLE,NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow.py,538,state_memory,ctx.get_state,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"existing_messages: list[str] = ctx.get_state(""processed_messages"") or []",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow.py,545,state_memory,ctx.set_state,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"ctx.set_state(""processed_messages"", existing_messages)",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow.py,562,state_memory,StateTrackingExecutor,GENUINELY_DYNAMIC,external/durable backend or runtime I/O controls state semantics,"state_executor = StateTrackingExecutor(id=""state_executor"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow.py,572,state_memory,StateTrackingMessage,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"result1 = await workflow.run(StateTrackingMessage(data=""message1"", run_id=""run1""))",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow.py,573,state_memory,result1.get_final_state,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,assert result1.get_final_state() == WorkflowRunState.IDLE,NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow.py,578,state_memory,StateTrackingMessage,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"result2 = await workflow.run(StateTrackingMessage(data=""message2"", run_id=""run2""))",NO,NO
